id,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,state_orig_time,hpi_orig_time,default_time,payoff_time,status_time,lgd_time,recovery_res
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
38839,649,80,1.2,WA,222.39,0,0,0,,
43763,719,80,4.125,MD,154.94,0,0,0,,
43763,719,80,4.125,MD,154.94,0,0,0,,
43763,719,80,4.125,MD,154.94,0,0,0,,
43763,719,80,8.25,MD,154.94,0,0,0,,
43763,719,80,8.25,MD,154.94,0,0,0,,
43763,719,80,8.25,MD,154.94,0,0,0,,
43763,719,80,8.25,MD,154.94,0,0,0,,
43763,719,80,8.25,MD,154.94,0,0,0,,
43763,719,80,8.25,MD,154.94,0,0,0,,
43763,719,80,8.25,MD,154.94,0,0,0,,
43763,719,80,8.25,MD,154.94,0,0,0,,
43763,719,80,8.25,MD,154.94,0,0,0,,
43765,665,80,2,AZ,154.94,0,0,0,,
43765,665,80,2,AZ,154.94,0,0,0,,
43765,665,80,2,AZ,154.94,0,0,0,,
43765,665,80,2,AZ,154.94,0,0,0,,
43765,665,80,2,AZ,154.94,0,0,0,,
43765,665,80,2,AZ,154.94,0,0,0,,
43765,665,80,2,AZ,154.94,0,0,0,,
43765,665,80,2,AZ,154.94,0,0,0,,
43765,665,80,2,AZ,154.94,0,0,0,,
43765,665,80,2,AZ,154.94,0,0,0,,
43765,665,80,2,AZ,154.94,0,0,0,,
43765,665,80,3,AZ,154.94,0,0,0,,
43766,673,85,2.14,FL,154.94,0,0,0,,
43766,673,85,2.14,FL,154.94,0,0,0,,
43766,673,85,2.14,FL,154.94,0,0,0,,
43766,673,85,2.14,FL,154.94,0,0,0,,
43766,673,85,2.14,FL,154.94,0,0,0,,
43766,673,85,2.14,FL,154.94,0,0,0,,
43766,673,85,2.14,FL,154.94,0,0,0,,
43766,673,85,2.14,FL,154.94,0,0,0,,
43766,673,85,2.14,FL,154.94,0,0,0,,
43766,673,85,2.14,FL,154.94,0,0,0,,
43766,673,85,2.14,FL,154.94,0,0,0,,
43766,673,85,2.14,FL,154.94,0,0,0,,
49709,630,95,2,SC,222.39,0,0,0,,
49709,630,95,2,SC,222.39,0,0,0,,
49709,630,95,2,SC,222.39,0,0,0,,
49709,630,95,2,SC,222.39,0,0,0,,
49709,630,95,2,SC,222.39,0,0,0,,
49709,630,95,2,SC,222.39,0,0,0,,
49709,630,95,2,SC,222.39,0,0,0,,
49709,630,95,2,SC,222.39,0,0,0,,
49709,630,95,2,SC,222.39,0,0,0,,
13,635,80,7.56,MN,186.91,0,0,0,,
13,635,80,7.56,MN,186.91,0,0,0,,
13,635,80,7.56,MN,186.91,0,1,2,,
35,584,80,7.03,TX,191.42,0,0,0,,
35,584,80,7.03,TX,191.42,0,0,0,,
35,584,80,7.03,TX,191.42,0,0,0,,
35,584,80,7,TX,191.42,0,0,0,,
35,584,80,7,TX,191.42,0,0,0,,
35,584,80,7,TX,191.42,0,1,2,,
37,656,80,6.58,NY,191.42,0,0,0,,
37,656,80,6.58,NY,191.42,0,0,0,,
37,656,80,6.58,NY,191.42,0,1,2,,
38,586,80,7.605,VA,191.42,0,0,0,,
38,586,80,7.605,VA,191.42,0,0,0,,
38,586,80,7.605,VA,191.42,0,1,2,,
52,625,80,6.15,MD,191.42,0,0,0,,
52,625,80,6.15,MD,191.42,0,0,0,,
52,625,80,6.15,MD,191.42,0,0,0,,
52,625,80,6.2,MD,191.42,0,0,0,,
52,625,80,6.2,MD,191.42,0,1,2,,
72,536,69.6,7.605,FL,226.29,0,0,0,,
72,536,69.6,7.605,FL,226.29,0,0,0,,
72,536,69.6,7.605,FL,226.29,0,0,0,,
72,536,69.6,7.605,FL,226.29,0,0,0,,
72,536,69.6,7.605,FL,226.29,1,0,1,0,127858.64
100,556,80,7.81,OH,208.86,0,0,0,,
100,556,80,7.81,OH,208.86,0,0,0,,
100,556,80,7.81,OH,208.86,0,0,0,,
100,556,80,7.81,OH,208.86,0,0,0,,
100,556,80,7.81,OH,208.86,0,0,0,,
100,556,80,7.81,OH,208.86,0,0,0,,
100,556,80,7.81,OH,208.86,0,0,0,,
100,556,80,7.81,OH,208.86,0,0,0,,
100,556,80,7.81,OH,208.86,0,0,0,,
100,556,80,7.81,OH,208.86,0,0,0,,
100,556,80,7.81,OH,208.86,0,0,0,,
100,556,80,7.81,OH,208.86,0,0,0,,
100,556,80,7.81,OH,208.86,0,0,0,,
100,556,80,7.81,OH,208.86,0,0,0,,
100,556,80,7.81,OH,208.86,0,0,0,,
100,556,80,7.81,OH,208.86,1,0,1,0,84386.81
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
104,579,73,6.275,FL,208.86,0,0,0,,
111,622,64.9,7.325,NY,208.86,0,0,0,,
111,622,64.9,7.325,NY,208.86,0,0,0,,
111,622,64.9,7.325,NY,208.86,0,0,0,,
111,622,64.9,7.325,NY,208.86,0,0,0,,
111,622,64.9,7.325,NY,208.86,0,0,0,,
111,622,64.9,7.325,NY,208.86,0,0,0,,
111,622,64.9,7.325,NY,208.86,1,0,1,0,227000
124,528,75,7.11,CA,208.86,0,0,0,,
124,528,75,7.11,CA,208.86,0,0,0,,
124,528,75,7.11,CA,208.86,0,0,0,,
124,528,75,7.11,CA,208.86,0,1,2,,
171,596,80,7.66,TX,221.91,0,0,0,,
171,596,80,7.66,TX,221.91,0,0,0,,
171,596,80,7.66,TX,221.91,0,0,0,,
171,596,80,7.66,TX,221.91,0,0,0,,
171,596,80,7.66,TX,221.91,0,1,2,,
174,546,63.4,7.66,NJ,221.91,0,1,2,,
177,620,70,5.78,FL,221.91,0,0,0,,
177,620,70,5.78,FL,221.91,0,0,0,,
177,620,70,5.78,FL,221.91,0,0,0,,
177,620,70,5.78,FL,221.91,0,1,2,,
184,651,80,7.215,CA,221.91,0,0,0,,
184,651,80,7.215,CA,221.91,0,1,2,,
188,677,74.2,5.73,FL,221.91,0,0,0,,
188,677,74.2,5.73,FL,221.91,0,1,2,,
189,594,80,7.51,VA,221.91,0,0,0,,
189,594,80,7.51,VA,221.91,0,0,0,,
189,594,80,7.51,VA,221.91,0,0,0,,
189,594,80,7.51,VA,221.91,0,1,2,,
190,705,65.5,6.13,NJ,221.91,0,0,0,,
190,705,65.5,6.13,NJ,221.91,0,0,0,,
190,705,65.5,6.13,NJ,221.91,0,1,2,,
191,630,80,7.36,FL,221.91,0,0,0,,
191,630,80,7.36,FL,221.91,0,0,0,,
191,630,80,7.36,FL,221.91,0,0,0,,
191,630,80,7.36,FL,221.91,0,0,0,,
191,630,80,7.36,FL,221.91,0,0,0,,
191,630,80,7.36,FL,221.91,1,0,1,0.88391902,25988.76
202,612,67.3,12.68,OH,95.1,0,0,0,,
202,612,67.3,12.68,OH,95.1,0,0,0,,
202,612,67.3,12.68,OH,95.1,0,0,0,,
202,612,67.3,12.68,OH,95.1,0,0,0,,
202,612,67.3,12.68,OH,95.1,0,0,0,,
202,612,67.3,12.68,OH,95.1,0,0,0,,
202,612,67.3,12.68,OH,95.1,0,0,0,,
202,612,67.3,12.68,OH,95.1,0,0,0,,
202,612,67.3,12.68,OH,95.1,0,0,0,,
202,612,67.3,12.68,OH,95.1,0,0,0,,
202,612,67.3,12.68,OH,95.1,0,0,0,,
202,612,67.3,12.68,OH,95.1,0,0,0,,
202,612,67.3,12.68,OH,95.1,0,0,0,,
202,612,67.3,12.68,OH,95.1,0,0,0,,
202,612,67.3,12.68,WA,95.1,0,0,0,,
202,612,67.3,12.68,WA,95.1,0,0,0,,
202,612,67.3,12.68,WA,95.1,0,0,0,,
202,612,67.3,12.68,WA,95.1,0,0,0,,
202,612,67.3,12.68,WA,95.1,0,0,0,,
202,612,67.3,5,WA,95.1,0,0,0,,
202,612,67.3,5,WA,95.1,0,0,0,,
202,612,67.3,5,WA,95.1,0,0,0,,
202,612,67.3,5,OH,95.1,0,1,2,,
229,503,67.1,0,MD,221.91,0,0,0,,
229,503,67.1,0,MD,221.91,0,0,0,,
229,503,67.1,0,MD,221.91,0,1,2,,
246,675,80,0,CA,208.86,0,0,0,,
246,675,80,0,CA,208.86,0,0,0,,
246,675,80,0,CA,208.86,0,1,2,,
254,593,90,0,MD,221.91,0,0,0,,
254,593,90,0,MD,221.91,0,0,0,,
254,593,90,0,MD,221.91,0,0,0,,
254,593,90,0,MD,221.91,0,0,0,,
254,593,90,0,MD,221.91,0,0,0,,
254,593,90,0,MD,221.91,0,1,2,,
260,693,80,0,CA,221.91,0,0,0,,
260,693,80,0,CA,221.91,0,0,0,,
260,693,80,0,CA,221.91,0,0,0,,
260,693,80,0,CA,221.91,0,0,0,,
260,693,80,0,CA,221.91,0,0,0,,
260,693,80,0,CA,221.91,0,0,0,,
260,693,80,0,CA,221.91,0,0,0,,
260,693,80,0,CA,221.91,0,1,2,,
264,660,95,0,MD,221.91,0,0,0,,
264,660,95,0,MD,221.91,0,0,0,,
264,660,95,0,MD,221.91,0,1,2,,
300,691,80,0,CA,208.86,0,1,2,,
301,673,80,0,MD,221.91,0,0,0,,
301,673,80,0,MD,221.91,0,1,2,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,6.59,CT,208.86,0,0,0,,
311,660,81.2,0,CT,208.86,0,0,0,,
311,660,81.2,0,CT,208.86,0,0,0,,
311,660,81.2,0,CT,208.86,0,0,0,,
311,660,81.2,0,CT,208.86,0,0,0,,
311,660,81.2,0,CT,208.86,0,0,0,,
311,660,81.2,0,CT,208.86,0,0,0,,
330,613,80,9.045,FL,222.39,0,0,0,,
330,613,80,9.045,FL,222.39,0,0,0,,
330,613,80,9.045,FL,222.39,0,0,0,,
330,613,80,9.045,FL,222.39,0,0,0,,
330,613,80,9.045,FL,222.39,0,0,0,,
330,613,80,9.045,FL,222.39,1,0,1,1.236213025,-34103.22
331,605,80,10.62,FL,225.1,0,0,0,,
331,605,80,10.62,FL,225.1,0,0,0,,
331,605,80,10.62,FL,225.1,0,0,0,,
331,605,80,10.62,FL,225.1,1,0,1,0.706870204,83684.11
341,596,71.1,8.375,CA,222.39,1,0,1,0.734481067,105955.11
343,633,90,8.87,MD,222.39,0,0,0,,
343,633,90,8.87,MD,222.39,0,0,0,,
343,633,90,8.87,MD,222.39,0,0,0,,
343,633,90,8.87,MD,222.39,0,0,0,,
343,633,90,8.87,MD,222.39,0,0,0,,
343,633,90,8.87,MD,222.39,0,0,0,,
343,633,90,8.87,MD,222.39,0,0,0,,
343,633,90,8.87,MD,222.39,0,0,0,,
343,633,90,8.87,MD,222.39,0,0,0,,
343,633,90,8.87,MD,222.39,0,0,0,,
343,633,90,8.87,MD,222.39,1,0,1,1.077359439,-6122.26
349,604,88,8.35,ME,222.39,0,0,0,,
349,604,88,8.35,ME,222.39,0,0,0,,
349,604,88,8.35,ME,222.39,0,0,0,,
349,604,88,8.35,ME,222.39,0,0,0,,
349,604,88,8.35,ME,222.39,0,0,0,,
349,604,88,8.35,ME,222.39,0,0,0,,
349,604,88,8.35,ME,222.39,0,0,0,,
349,604,88,8.35,ME,222.39,0,0,0,,
349,604,88,8.35,ME,222.39,0,0,0,,
349,604,88,8.35,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
349,604,88,6.04,ME,222.39,0,0,0,,
366,587,80,6.99,CA,219.67,0,0,0,,
366,587,80,6.99,CA,219.67,0,0,0,,
366,587,80,6.99,CA,219.67,0,0,0,,
366,587,80,6.99,CA,219.67,0,0,0,,
366,587,80,6.99,CA,219.67,0,0,0,,
366,587,80,6.99,CA,219.67,0,0,0,,
366,587,80,6.99,CA,219.67,0,0,0,,
366,587,80,6.99,CA,219.67,0,0,0,,
366,587,80,6.99,CA,219.67,0,0,0,,
366,587,80,6.99,CA,219.67,1,0,1,0.228885043,428691.22
378,605,62,7.85,VA,219.67,0,1,2,,
385,584,95,9.82,TX,219.67,0,0,0,,
385,584,95,9.82,TX,219.67,0,0,0,,
385,584,95,9.82,TX,219.67,0,0,0,,
385,584,95,9.82,TX,219.67,0,0,0,,
385,584,95,9.82,TX,219.67,0,0,0,,
385,584,95,9.82,TX,219.67,0,0,0,,
385,584,95,9.82,TX,219.67,0,0,0,,
385,584,95,9.82,TX,219.67,1,0,1,0.351805258,97277.45
387,646,87.1,8.99,NY,219.67,0,0,0,,
387,646,87.1,8.99,NY,219.67,0,0,0,,
387,646,87.1,8.99,NY,219.67,0,0,0,,
387,646,87.1,8.99,NY,219.67,0,0,0,,
387,646,87.1,8.99,NY,219.67,0,0,0,,
387,646,87.1,8.99,NY,219.67,1,0,1,0.77268828,122524.67
392,670,80,6.825,CA,219.67,0,0,0,,
392,670,80,6.825,CA,219.67,1,0,1,0.854762393,31268.89
411,650,58.6,0,CA,226.29,0,0,0,,
411,650,58.6,0,CA,226.29,0,0,0,,
411,650,58.6,0,CA,226.29,0,0,0,,
411,650,58.6,0,CA,226.29,0,0,0,,
411,650,58.6,0,CA,226.29,0,0,0,,
411,650,58.6,0,CA,226.29,0,0,0,,
411,650,58.6,0,CA,226.29,0,0,0,,
411,650,58.6,0,CA,226.29,0,0,0,,
411,650,58.6,0,CA,226.29,1,0,1,0.614203539,160472.69
432,575,74.3,0,FL,225.1,0,0,0,,
432,575,74.3,0,FL,225.1,0,0,0,,
432,575,74.3,0,FL,225.1,0,0,0,,
432,575,74.3,0,FL,225.1,0,1,2,,
433,607,75,0,FL,191.42,0,0,0,,
433,607,75,0,FL,191.42,0,0,0,,
433,607,75,0,FL,191.42,0,0,0,,
433,607,75,0,FL,191.42,0,0,0,,
433,607,75,0,FL,191.42,0,0,0,,
433,607,75,0,FL,191.42,0,0,0,,
433,607,75,0,FL,191.42,0,1,2,,
434,549,80,0,FL,191.42,0,0,0,,
434,549,80,0,FL,191.42,0,1,2,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,0,0,,
460,506,79.2,0,MI,226.29,0,1,2,,
472,606,80,0,WI,223.75,0,0,0,,
472,606,80,0,WI,223.75,0,0,0,,
472,606,80,0,WI,223.75,0,0,0,,
472,606,80,0,WI,223.75,0,0,0,,
472,606,80,0,WI,223.75,0,0,0,,
472,606,80,0,WI,223.75,0,0,0,,
472,606,80,0,WI,223.75,0,0,0,,
472,606,80,0,WI,223.75,0,0,0,,
472,606,80,0,WI,223.75,0,1,2,,
486,617,70,0,PA,186.91,0,1,2,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
502,728,65.2,5.99,NY,191.42,0,0,0,,
509,600,69.5,0,VA,191.42,0,0,0,,
